asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA
STN,2019-05-06,Materials,13560000.0,10170000.0,,,,266.94,1.4,200.25,
STN,2019-05-07,Materials,12710000.0,10170000.0,,,,250.26,1.32,200.25,
STN,2019-05-08,Materials,13560000.0,10170000.0,,,,266.94,1.4,200.25,
STN,2019-05-09,Materials,13560000.0,9320000.0,,,,266.94,1.4,183.56,
STN,2019-05-10,Materials,13560000.0,9320000.0,,,,266.94,1.4,183.56,
STN,2019-05-13,Materials,13560000.0,10170000.0,,,,266.94,1.4,200.25,
STN,2019-05-14,Materials,13560000.0,10170000.0,,,,266.94,1.4,200.25,
STN,2019-05-15,Materials,12430000.0,10170000.0,,,,244.7,1.29,200.25,
STN,2019-05-16,Materials,12430000.0,10170000.0,,,,244.7,1.29,200.25,
STN,2019-05-17,Materials,12430000.0,10170000.0,,,,244.7,1.29,200.25,
STN,2019-05-27,Materials,12990000.0,9040000.0,,,,255.82,1.35,178.0,
STN,2019-05-28,Materials,14640000.0,9040000.0,,,,288.16,1.35,178.0,
STN,2019-05-29,Materials,15270000.0,9040000.0,,,,300.69,1.4,178.0,
STN,2019-05-30,Materials,15270000.0,9040000.0,,,,300.69,1.4,178.0,
STN,2019-06-01,Materials,14960000.0,9040000.0,,,,294.43,1.37,178.0,
STN,2019-06-03,Materials,14960000.0,9040000.0,,,,294.43,1.37,178.0,
STN,2019-06-04,Materials,14960000.0,9890000.0,,,,294.43,1.37,194.69,
STN,2019-06-05,Materials,14000000.0,9890000.0,,,,275.64,1.29,194.69,
STN,2019-06-06,Materials,14000000.0,9890000.0,,,,275.64,1.29,194.69,
