asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
ONT,2019-05-10,Health Care Equipment & Services,micro,0.006392492207773861,0.02241859724544225,,,0.0015810675569983266,0.005335498463144465,0.0015415957826643983,0.5578430654260386,1,0,1,,,,
1ST,2019-05-10,Health Care Equipment & Services,micro,0.0005139420811787513,,,,0.0014969682188601177,0.009946065069883431,0.0015205931153256464,0.5025276577038611,1,0,1,,,,
ADR,2019-05-10,Health Care Equipment & Services,micro,0.0,,,,0.0004709562935739697,0.0014788609870672158,3.360426774200325e-05,0.5127115539599971,1,0,1,,,,
ALC,2019-05-10,Health Care Equipment & Services,micro,0.002977290989269953,,,,0.0031831599485312055,0.008017746331844806,0.0030621888979900447,0.33672796541871197,1,0,1,,,,
ANN,2019-05-10,Health Care Equipment & Services,mid,0.15326276358747362,0.05456571928986546,,,0.0009166827857064767,0.0034361769993620597,0.0009577216306470922,0.569125943292549,1,0,1,,,,
AHX,2019-05-10,Health Care Equipment & Services,micro,0.002949869665617732,0.013342886712841335,,,0.0001177390733934924,0.0006959345821492778,0.00018902400604876821,0.5422375265587223,1,0,1,,,,
API,2019-05-10,Health Care Equipment & Services,small,0.03790416330478469,0.012419393360401243,,,1.261490072073133e-05,0.0014643623499391058,1.6802133871001625e-05,0.5490145798226976,1,0,1,,,,
AZV,2019-05-10,Health Care Equipment & Services,micro,0.0007565792480408295,0.12745800493591275,,,0.00022706821297316393,0.0026387519573160124,0.0001932245395165186,0.6124258187412998,1,0,1,,,,
BD1,2019-05-10,Health Care Equipment & Services,micro,0.0005833263395108866,,,,0.03154145676873523,0.009264629124862263,0.024010249301661308,,1,0,1,,,,
CAJ,2019-05-10,Health Care Equipment & Services,micro,0.008857503014268228,,,,0.0004961860950154324,0.002029809197935394,0.0005838741520173063,0.5471096783647154,1,0,1,,,,
CDX,2019-05-10,Health Care Equipment & Services,micro,0.0007262496021830698,,,,0.002535595044866997,0.005248506640375805,0.0016970155209711634,0.4906220235914719,1,0,1,,,,
COH,2019-05-10,Health Care Equipment & Services,large,0.46694608718485214,0.05878512857256588,,,0.003300899021924698,0.024676680392043147,0.003251212904038813,0.6190563411238919,1,0,1,,,,
CGS,2019-05-10,Health Care Equipment & Services,micro,0.0009294166819699811,,,,0.0003406023194597459,0.003059212434031201,0.00028983680927477785,0.43732141548831416,1,0,1,,,,
CMP,2019-05-10,Health Care Equipment & Services,micro,0.004082868901975415,0.04345195446222435,,,0.0010091920576585061,0.005567476657194224,0.0009745237645180937,0.6004102864678731,1,0,1,,,,
ELX,2019-05-10,Health Care Equipment & Services,micro,0.0032909743128673313,,,,0.0003826519885288503,0.001333874615786116,0.00032764161048453157,0.32650743644223024,1,0,1,,,,
EMV,2019-05-10,Health Care Equipment & Services,micro,0.0003170071204037084,,,,0.00863279705988714,0.00329119062808096,0.003074790498393296,,1,0,1,,,,
EHE,2019-05-10,Health Care Equipment & Services,small,0.03420685483234353,0.01928190430698193,,,0.0005045960288292532,0.0010294032360958069,0.0005334677504043013,0.5468532493222946,1,0,1,,,,
